video_id,label,score,decision
10_1,0,0.17113393545150757,ACCEPT
10_2,0,0.04661165550351143,ACCEPT
10_3,1,0.9912346601486206,REJECT
10_4,1,0.9773539900779724,REJECT
10_5,1,0.36847004294395447,RETRY
10_6,1,0.981583297252655,REJECT
10_7,1,0.9802547097206116,REJECT
10_8,1,0.965021550655365,REJECT
13_1,0,0.02611776441335678,ACCEPT
13_2,0,0.015506478026509285,ACCEPT
13_3,1,0.02944009006023407,ACCEPT
13_4,1,0.5341383814811707,RETRY
13_5,1,0.974209725856781,REJECT
13_6,1,0.13939595222473145,ACCEPT
13_7,1,0.9165981411933899,REJECT
13_8,1,0.05241987481713295,ACCEPT
29_1,0,0.011325463652610779,ACCEPT
29_2,0,0.010699055157601833,ACCEPT
29_3,1,0.9920875430107117,REJECT
29_4,1,0.9903123378753662,REJECT
29_5,1,0.993237316608429,REJECT
29_6,1,0.989318311214447,REJECT
29_7,1,0.9881324172019958,REJECT
29_8,1,0.9739969372749329,REJECT
