video_id,label,score_visual,ear_mean,ear_std,ear_min,ear_max,blink_count,motion_mean,motion_std,motion_max,skipped_rate,rppg_dominant_freq,rppg_hr_estimate,rppg_snr,rppg_signal_std,rppg_skipped_rate,rppg_valid,score_behavior,score_rppg,score_fusion_v4,pred_fusion_v4,decision_v4,decision_reason
REALVSFAKE__test_attack_56,1,0.9997230172157288,-0.2867618155745051,0.6448392283019708,-0.5040098480912624,-0.0010366642956141,2.965098913529278,2.865416823949745,2.089609703973852,91.24271212116776,0.6707636939525575,-0.5719669086578558,-0.5719672332831978,-0.7915277373826112,4.683304909543294,0.6707636939525575,0.5172821910784443,1.5819166556493718e-19,0.5853183707783475,0.8290443323115004,1,REJECT,high_spoof_score
REALVSFAKE__test_attack_58,1,0.9939263463020324,-0.3220311451714118,0.6909652085029859,-0.6227545535981678,0.1195010391300841,0.9350851453321708,1.4923758624864505,1.545929688429953,49.6350068253634,0.0082358434455293,-0.6428003129199317,-0.6428003138490451,-0.1496866410002159,5.690504767523498,0.0082358434455293,0.5172821910784443,3.22247361561003e-11,0.3317151223338092,0.8117268331631501,1,REJECT,high_spoof_score
REALVSFAKE__test_attack_59,1,0.9177306890487672,-0.2907082357334087,0.6329164527979133,-0.6095034736562301,-0.0590250547136919,0.9350851453321708,1.7197823150186908,1.4273587118170163,84.98388070189678,-0.1573961191812276,-0.1993921612361024,-0.1993931325987324,-0.6118783564344219,0.909210826323243,-0.1573961191812276,0.5172821910784443,8.288596082158759e-19,0.49091744996993864,0.7587304237375108,1,REJECT,high_spoof_score
REALVSFAKE__test_attack_60,1,0.9985643029212952,-0.2776163764348314,0.5889048813028758,-0.4474764173743948,-0.0652435812338974,0.9350851453321708,1.1919025938635637,1.554359132972004,18.19221655077255,-0.1573961191812276,0.3299990388083261,0.3299990406393964,-0.979680034089909,0.1956484654003449,-0.1573961191812276,0.5172821910784443,0.00014976866960775124,0.49444172490472854,0.8235959938827138,1,REJECT,high_spoof_score
REALVSFAKE__test_attack_61,1,0.9992430210113524,-0.333815351755573,0.6031026493231285,-0.5483273795392852,-0.1137682892175283,2.457595471480001,2.0904671173246983,1.849724661058588,42.99513014044542,-0.1573961191812276,-0.1991317478810638,-0.1991323953457465,-0.4694562612994916,0.7870878435431432,-0.1573961191812276,0.5172821910784443,1.293590969279891e-09,0.4974606722878261,0.8242674506175119,1,REJECT,high_spoof_score
REALVSFAKE__test_attack_62,1,0.9993146657943726,-0.324071753983046,0.6251107547065805,-0.5414464562903268,-0.0782400451388915,0.4275817032828942,1.2708052048247716,1.4077520113564144,46.46844063670876,3.652139021234184,0.5638424580998491,0.5638431083888356,-0.2261152283443941,41.97526703582108,3.652139021234184,0.5172821910784443,2.816659573133131e-09,0.021701155615917924,0.8005367908387929,1,REJECT,high_spoof_score
REALVSFAKE__test_attack_63,1,0.989300012588501,-0.2815791108790397,0.6317152933501329,-0.6371744442562055,-0.0660234515828494,0.4275817032828942,1.2169696520338265,1.3563295305483087,32.611955595256745,-0.1573961191812276,-0.6549396563695402,-0.6549399812303061,-0.4704328061774859,1.8939423797792727,-0.1573961191812276,0.5172821910784443,1.3841344112319496e-07,0.46842272713161937,0.8148611671893979,1,REJECT,high_spoof_score
REALVSFAKE__test_attack_65,1,0.9997023940086364,-0.2882978137203586,0.6524475679175621,-0.6386207567114449,-0.0066189087880646,0.9350851453321708,1.576665841960277,1.6599566878007046,40.28545489393843,0.1738678060722863,-0.6255469564570125,-0.625547929028798,-0.5440921912604942,0.8506189115080484,0.1738678060722863,0.5172821910784443,4.372761028091146e-09,0.6250620372226797,0.8310150177239571,1,REJECT,high_spoof_score
REALVSFAKE__test_attack_66,1,0.9991969466209412,-0.3228535843050833,0.6377500648188638,-0.5504108301010308,-0.0486305385948317,0.9350851453321708,2.0593382559137954,2.1923998098111634,178.53803311549547,4.811562759621483,-0.7033192106009147,-0.7033188878045334,-0.753554092269742,2.380497388095863,4.811562759621483,-1.9305106608221685,9.190481819227449e-38,0.9960880051592522,0.8491619575547156,1,REJECT,high_spoof_score
REALVSFAKE__test_attack_67,1,0.9998303651809692,-0.3190492457479631,0.6322123599674291,-0.567562057579646,-0.0305920874017361,1.950092029430724,2.453616078781654,1.869597550389279,43.2763976271289,0.6707636939525575,-0.577737785208502,-0.5777374620558009,-0.6946475101650067,1.4679162090816846,0.6707636939525575,0.5172821910784443,4.20285411529765e-09,0.7337281960749746,0.8365507025789523,1,REJECT,high_spoof_score
REALVSFAKE__test_attack_68,1,0.9985345602035522,-0.2643218162335564,0.6004024564648943,-0.4519050549508865,-0.0327176733969582,0.4275817032828942,2.9816345248771663,2.8623070025784205,203.8289729190848,-0.1573961191812276,-0.6608397679060827,-0.6608397688863805,-0.6219018920749789,2.2892683240365024,-0.1573961191812276,0.5172821910784443,1.1232515373043617e-44,0.44819226762917164,0.8212372615443004,1,REJECT,high_spoof_score
REALVSFAKE__test_attack_70,1,0.7912939190864563,-0.3766674138424316,0.6030414341204968,-0.6166143475422201,-0.1291624771440954,0.9350851453321708,1.4468641775374635,1.4267842599350182,109.0419292100812,-0.1573961191812276,-0.6587010746432483,-0.6587004278230606,-0.4168553689783773,0.4599415819799578,-0.1573961191812276,0.5172821910784443,2.6789949054363448e-24,0.5429524612251633,0.6601827583304233,1,RETRY,gray_zone
REALVSFAKE__test_attack_71,1,0.9923366904258728,-0.2327680241926553,0.6413572529235549,-0.633620175850736,0.0046770050887106,0.4275817032828942,1.5256311587153677,2.072265894616186,214.9611851245608,-0.1573961191812276,-0.7063897561304723,-0.7063894333428032,-0.5454175021663439,0.4531623521666296,-0.1573961191812276,0.5172821910784443,8.183106317019211e-48,0.5460363004685848,0.8211711673641275,1,REJECT,high_spoof_score
REALVSFAKE__test_attack_72,1,0.9985004663467408,-0.1389049022305091,0.6072866721948557,-0.305843367944696,0.045277356441241,-0.0799217387663824,1.5020139959282823,1.5599461820231697,26.141179608200662,-0.1573961191812276,-0.6548988453213626,-0.6548994940792212,-0.7750380795856195,0.5669565668903545,-0.1573961191812276,0.5172821910784443,5.456684680814695e-06,0.5366345294674986,0.8256329180534698,1,REJECT,high_spoof_score
REALVSFAKE__test_attack_73,1,0.1820252388715744,-0.3385577207955884,0.6270054656317237,-0.5575010850825589,-0.0631832160169948,1.4425885873814477,0.9618401870398352,1.4796132020128754,118.10618267521622,2.492715282846885,-0.3661908019047093,-0.3661904781517729,-0.562890680161887,1.4666572092592092,2.492715282846885,0.5172821910784443,8.941363210418946e-26,0.9651534669677546,0.19387786444564725,0,RETRY,unstable_motion
REALVSFAKE__test_attack_74,1,0.9392727017402648,-0.300777750912945,0.6555197802811632,-0.5527182809312475,-0.0587527777377969,0.9350851453321708,2.8506083544098377,2.137156010484109,171.9971655282109,-0.1573961191812276,-0.2184752130256535,-0.2184755366480116,-0.39159075792055,0.2133713090551889,-0.1573961191812276,0.5172821910784443,1.8435578968968586e-37,0.5285054033921982,0.7778434315618218,1,REJECT,high_spoof_score
REALVSFAKE__test_attack_75,1,0.9992868304252625,-0.18199916870689,0.5911300280412906,-0.3155433620509439,0.0103255605789805,-0.0799217387663824,3.138607768576121,1.8967749799012927,63.49268350677208,-0.1573961191812276,-0.654619969825482,-0.654620942479758,-0.2361317886643941,1.4792472074839618,-0.1573961191812276,0.5172821910784443,3.5171023206868975e-13,0.490240430154983,0.8239414858480119,1,REJECT,high_spoof_score
REALVSFAKE__test_attack_76,1,0.9978458881378174,-0.3275467376750494,0.648645460008374,-0.5430549781056664,-0.0700435611698667,0.4275817032828942,1.294647633144236,1.4268261686674175,37.75719211922828,4.480298834367969,-0.7561151032600865,-0.7561157523051323,-0.7456859306813297,2.015290593437849,4.480298834367969,-1.9305106608221685,4.616337395999166e-07,0.9945124274491557,0.8480024011277727,1,REJECT,high_spoof_score
REALVSFAKE__test_attack_77,1,0.993316113948822,-0.3208468726497887,0.6080626871954388,-0.5217498749081967,-0.0974567884660322,1.4425885873814477,1.9386329486372984,1.7408151284299336,63.958769201671736,2.658347245473641,0.2968925335116309,0.2968918874543486,-0.7912556998808841,1.7870242410090664,2.658347245473641,0.5172821910784443,3.2149464904627154e-13,0.9645357506954582,0.8428796786938788,1,REJECT,high_spoof_score
REALVSFAKE__test_attack_78,1,0.96137672662735,-0.3188595717202367,0.6136234455638333,-0.5047665499204591,-0.046403498055557,0.9350851453321708,1.207548612909679,1.355665532020656,25.987013027758533,-0.1573961191812276,0.7115220943888441,0.7115224211996419,-0.9869971453543102,0.3776223628181144,-0.1573961191812276,0.5172821910784443,3.633225151211516e-06,0.46136934806762697,0.792170393689034,1,REJECT,high_spoof_score
REALVSFAKE__test_attack_79,1,0.9970343112945556,-0.2321685424112446,0.6098580916183757,-0.5475526910061963,-0.0164731677025757,0.4275817032828942,1.0137404619141088,1.372492091081558,20.057456738239757,-0.1573961191812276,0.258354272040813,0.25835459756581,-1.075458160659491,1.011770888784881,-0.1573961191812276,0.5172821910784443,5.643721743140794e-05,0.4565299458539248,0.8204624119109555,1,REJECT,high_spoof_score
REALVSFAKE__test_real_video_55,0,0.9123536348342896,-0.3409316402773047,0.6648419799560915,-0.6123749372694024,-0.0606899481512071,0.9350851453321708,1.4374235151174204,1.6347158717900456,54.766778553404926,7.627306124276353,-0.7502149917235441,-0.7502143451630144,0.5731658283323743,2.3297500106360918,7.627306124276353,-1.9305106608221685,9.662440522034921e-10,0.9999006195994565,0.7798779389923411,1,REJECT,high_spoof_score
REALVSFAKE__test_real_video_56,0,0.9998735189437866,-0.254357852843056,0.6688090149117204,-0.5278616292688969,0.0351748695103922,2.965098913529278,2.09300217478059,1.7910426314316776,37.649856253502605,-0.1573961191812276,-0.822811044590246,-0.8228110460301149,-0.5976835791007171,0.8195313005069288,-0.1573961191812276,0.5172821910784443,1.892160075368619e-08,0.534264478760532,0.826612041931296,1,REJECT,high_spoof_score
REALVSFAKE__test_real_video_57,0,0.1751759648323059,-0.0929479970300257,0.6970046916998599,-0.3336301214701803,0.1795701669059162,-0.0799217387663824,1.2115571508457077,1.3748661673898628,16.817334366519713,-0.1573961191812276,-0.6334711016448423,-0.633470454753068,-0.6738959315076251,3.944853090591462,-0.1573961191812276,0.5172821910784443,0.0004558909406203924,0.36389333395285534,0.15840382220458057,0,RETRY,unstable_motion
REALVSFAKE__test_real_video_58,0,0.9985679388046264,-0.1241260148806496,0.912971860338174,-0.4493608177385225,0.964966646111397,0.4275817032828942,1.935680787813127,1.5966047893249893,47.510331172147055,1.1676595818328286,0.5192486144327647,0.5192489406980134,-0.6846728017683493,1.8867757654051829,1.1676595818328286,0.5172821910784443,4.668421568602258e-10,0.7854349002893647,0.8381260961281958,1,REJECT,high_spoof_score
REALVSFAKE__test_real_video_59,0,0.2766177356243133,-0.2875941715020031,0.6338672033545775,-0.6266916097714683,-0.0570043221821398,0.4275817032828942,1.2188533646335231,1.2864670120005273,20.079706200949023,-0.1573961191812276,0.253987489885803,0.2539884631928272,-0.88336480783743,1.0864392628716824,-0.1573961191812276,0.5172821910784443,8.553164165070722e-05,0.45326345303850296,0.2439701908976234,0,RETRY,unstable_motion
REALVSFAKE__test_real_video_60,0,0.999268114566803,-0.2588641421708916,0.5883352714616831,-0.4039127800749612,-0.0430867938145258,-0.0799217387663824,2.1164596274622784,1.8697850344494005,70.47390619285508,-0.1573961191812276,-0.8113275929863499,-0.8113272704964274,-0.8581420487029453,0.291526144188845,-0.1573961191812276,0.5172821910784443,1.8759554963073313e-15,0.5602728485247903,0.8274281340796823,1,REJECT,high_spoof_score
REALVSFAKE__test_real_video_61,0,0.945287823677063,-0.3522029426459652,0.6102916285725556,-0.6407655734401057,-0.1302219139757949,2.457595471480001,2.515004433882457,2.0530218618297904,60.1100516621489,-0.1573961191812276,0.0679367230851944,0.067937048069908,-0.9261514241347002,-0.1730447903045237,-0.1573961191812276,0.5172821910784443,3.547727445801835e-13,0.5298898355162397,0.7827247507175156,1,REJECT,high_spoof_score
REALVSFAKE__test_real_video_62,0,0.9976766705513,-0.315348249185381,0.6221332199242157,-0.5064633780767256,-0.0770149163200552,1.4425885873814477,1.4252745283480732,1.490775721455735,21.81835487147733,2.327083320220128,0.2195828045804087,0.2195824822009796,-0.6142499654238368,2.285297632288696,2.327083320220128,0.5172821910784443,0.0002555852988605323,0.9421970382523044,0.8452895261484844,1,REJECT,high_spoof_score
REALVSFAKE__test_real_video_63,0,0.0315033383667469,-0.292356824272995,0.6314337324005384,-0.6353240830312616,-0.0760141589496756,0.4275817032828942,1.376228235915351,1.5033365820694955,35.199642218052475,-0.1573961191812276,-0.6665980124656264,-0.6665986612566798,-0.4414852258655083,1.2202806286148211,-0.1573961191812276,0.5172821910784443,4.1384358351698175e-08,0.5040831458214861,0.05040683419212558,0,RETRY,unstable_motion
REALVSFAKE__test_real_video_64,0,0.1275701820850372,-0.2279813637777369,0.6668045513594985,-0.5153808269300026,0.1523915933244714,0.4275817032828942,1.3729924967993887,1.3998608842564777,39.76283985911952,-0.1573961191812276,0.1209687368088227,0.1209687380467984,-0.7630265775862881,2.8149491729900165,-0.1573961191812276,0.5172821910784443,4.510464693179365e-09,0.3746804416190441,0.12079016842555168,0,RETRY,unstable_motion
REALVSFAKE__test_real_video_65,0,0.999711811542511,-0.2627142043771265,0.6559451027637826,-0.6199978539298293,-0.008965168036185,0.4275817032828942,2.0173552976500897,2.066164271893433,71.75945032041899,-0.1573961191812276,-0.6540971997321585,-0.6540962290016992,-0.3321470761329178,1.117720566153183,-0.1573961191812276,0.5172821910784443,5.849965405065726e-16,0.5087987341690001,0.825209385942459,1,REJECT,high_spoof_score
REALVSFAKE__test_real_video_66,0,0.9998888969421388,-0.2814911828831588,0.6179792601966417,-0.4811329303118505,-0.0022998439126834,0.4275817032828942,1.5136192255015817,1.5115787229980664,37.67279164476718,6.136618460635539,-0.4783133266231023,-0.4783139748799239,-0.4531409865164275,3.443771161246311,6.136618460635539,-1.9305106608221685,2.4022502635926143e-06,0.9990715107628149,0.8498650534293913,1,REJECT,high_spoof_score
REALVSFAKE__test_real_video_67,0,0.991097092628479,-0.3012097930186752,0.6542493940367646,-0.5324003247346586,0.2074291657164367,1.4425885873814477,3.307149966607382,1.9289785701549989,49.89824891875188,0.8363956565793146,-0.5594097378102377,-0.5594097385027419,-0.5247356767145333,2.621063200328827,0.8363956565793146,0.5172821910784443,6.804541958114137e-10,0.7281870084775212,0.8292870246287274,1,REJECT,high_spoof_score
REALVSFAKE__test_real_video_68,0,0.9983118772506714,-0.2892416960664607,0.5965322810595097,-0.4613761592766962,-0.0612730659457006,1.4425885873814477,1.9042816572858825,1.567918254478868,25.010066869958127,-0.1573961191812276,-0.6546355168914544,-0.6546355178541484,-0.0520600544830015,1.3741691453773734,-0.1573961191812276,0.5172821910784443,1.4054053276631004e-05,0.49598337954820515,0.823450778885939,1,REJECT,high_spoof_score
REALVSFAKE__test_real_video_69,0,0.1933356374502182,-0.3596788001983237,0.6992267062569563,-0.6284201280273194,0.0150699820741591,0.9350851453321708,1.366567569729967,1.4731249422870876,36.33260861844982,-0.1573961191812276,-0.1980279061970203,-0.1980279058641535,-0.8968620531154244,-0.2481005489520869,-0.1573961191812276,0.5172821910784443,2.130786749458116e-08,0.5502170697150506,0.1821793666421072,0,RETRY,unstable_motion
REALVSFAKE__test_real_video_70,0,0.983954668045044,-0.3615918001980643,0.6054782587650421,-0.6365537693678072,-0.111335261323325,1.950092029430724,1.7812156118003144,1.640186803427652,19.22014945153332,0.5051317313258005,-0.1276978381958021,-0.1276984854578008,-0.3168362475100765,-0.1644254838275778,0.5051317313258005,0.5172821910784443,0.00029929717986676343,0.7365880187138818,0.8240380299487092,1,REJECT,high_spoof_score
REALVSFAKE__test_real_video_71,0,0.0030193615239113,-0.2854400856506957,0.6572770064569942,-0.6409968680947009,-0.0157855170972063,0.9350851453321708,1.146221975241078,1.4499527665702014,35.84068199041596,-0.1573961191812276,-0.6611205867852099,-0.6611199399718871,-0.5317388985538647,-0.031262041065772,-0.1573961191812276,0.5172821910784443,1.962800796013178e-08,0.5680706757388682,0.03081902595027364,0,RETRY,unstable_motion
REALVSFAKE__test_real_video_72,0,0.5590085387229919,-0.1500190772978119,0.6212827778365506,-0.3182940595043473,0.0462687935037388,-0.0799217387663824,1.6665080999160156,1.5751329623073551,25.68116428906788,-0.1573961191812276,-0.8040292172039109,-0.8040298663849064,-0.41513944012133,0.4941282694671706,-0.1573961191812276,0.5172821910784443,8.89460289623093e-06,0.5501477683224645,0.4747155535849512,0,RETRY,gray_zone
REALVSFAKE__test_real_video_73,0,0.0719216242432594,-0.3376021483637789,0.6326105299780256,-0.5574810165473073,-0.0526270695130563,2.965098913529278,1.3405707882756146,1.6136805451972749,50.46950419562883,0.3394997686990434,0.2691526810502985,0.2691517110170996,-0.8996452060177085,1.118301642994325,0.3394997686990434,0.5172821910784443,1.4768679844940595e-11,0.6095538047817985,0.08801498963591275,0,RETRY,unstable_motion
REALVSFAKE__test_real_video_74,0,0.8833111524581909,-0.2605782606658318,0.6696097685552336,-0.557205839918671,-0.0324306463925347,0.4275817032828942,1.2517338373398916,1.389043769759157,17.355986889088648,-0.1573961191812276,0.2553702070657273,0.25536988478784,-0.6980723925585444,-0.0054041216349341,-0.1573961191812276,0.5172821910784443,0.00032634031272851604,0.5099522390112464,0.7321954849640244,1,RETRY,gray_zone
REALVSFAKE__test_real_video_75,0,0.9997336268424988,-0.2076049851207542,0.6161198127061156,-0.3776313581261238,0.0112723841493928,-0.0799217387663824,2.9764492701219583,1.809752421862604,27.97348051340912,-0.1573961191812276,-0.6670070946390263,-0.6670067717396144,-0.8621947099466223,0.392633514547627,-0.1573961191812276,0.5172821910784443,1.887941837359831e-05,0.5462200560693301,0.8271007361902217,1,REJECT,high_spoof_score
REALVSFAKE__test_real_video_76,0,0.0033259333577007,-0.3251987218955015,0.6515325652174772,-0.5512091366519575,-0.0773374930309176,0.9350851453321708,1.0729521168458964,1.4052062551063065,12.235507236901856,4.97719472224824,-0.6839485380908734,-0.6839482152395304,-0.0892943156168176,5.141871383344858,4.97719472224824,-1.9305106608221685,0.15517568793378325,0.994408737059925,0.0756575367292243,0,RETRY,unstable_motion
REALVSFAKE__test_real_video_77,0,0.9995821118354796,-0.323579610923259,0.6008886712021706,-0.5169527452046945,-0.1034895928878962,0.9350851453321708,2.248755926589501,1.8523503401334915,41.445847402844414,2.492715282846885,-0.3504445391494938,-0.3504442153518796,-0.94069496749626,1.681074563640764,2.492715282846885,0.5172821910784443,4.060576286033542e-08,0.9634038492891458,0.8478358880237056,1,REJECT,high_spoof_score
REALVSFAKE__test_real_video_78,0,0.902973473072052,-0.2896722513351521,0.6373986228959844,-0.5075848709994046,-0.020453452212566,1.4425885873814477,1.6404159257204167,1.5263560397791156,39.29799361689084,-0.1573961191812276,-0.6669381045337736,-0.666938753325792,-0.696293685816483,0.2741906850947627,-0.1573961191812276,0.5172821910784443,6.735826513040197e-09,0.5525603505428427,0.7500067969951578,1,REJECT,high_spoof_score
REALVSFAKE__test_real_video_79,0,0.9993740916252136,-0.213532035903596,0.6210223409967855,-0.5399467640039912,-0.0153188817743821,0.4275817032828942,1.3515476390582628,1.5159919064998812,21.36728236887113,-0.1573961191812276,-0.6523714754092172,-0.6523714763654875,-0.389895755025174,-0.1286892580973186,-0.1573961191812276,0.5172821910784443,4.3863681010907195e-05,0.5727121686266887,0.828141461283657,1,REJECT,high_spoof_score
REALVSFAKE__train_attack_1,1,0.99098539352417,-0.331123835697981,0.6247525557183854,-0.5083857459399781,-0.0732616326114332,0.9350851453321708,1.1260810452751742,1.344171817805245,43.21474864887733,-0.1573961191812276,-0.6547715537187132,-0.6547715546817934,-0.5549876419706893,3.6319432116362655,-0.1573961191812276,0.5172821910784443,5.255765254964098e-10,0.3804711147703251,0.8118118706366888,1,REJECT,high_spoof_score
REALVSFAKE__train_attack_11,1,0.9914404153823853,-0.2263917849356655,0.573209194663736,-0.3499444048840534,-0.0465088218099917,-0.0799217387663824,0.7065504548121728,1.2090193155124769,35.912228200529775,-0.1573961191812276,-0.6546530073406733,-0.6546533322006257,-0.5769459510844498,0.6540212469215279,-0.1573961191812276,0.5172821910784443,1.5049671958208573e-08,0.532441611093732,0.8197744151180456,1,REJECT,high_spoof_score
REALVSFAKE__train_attack_12,1,0.9988045692443848,-0.2502916672786553,0.585836801017207,-0.3791379021103056,-0.0434129832135352,-0.0799217387663824,2.168266861914687,1.8592298683261024,124.17037221243076,-0.1573961191812276,0.2548474369724038,0.2548467907958245,-0.828001688575703,-0.0630275750482246,-0.1573961191812276,0.5172821910784443,3.2359438004167906e-27,0.5127634251067473,0.8246818266508452,1,REJECT,high_spoof_score
REALVSFAKE__train_attack_13,1,0.9056589603424072,-0.321839425037669,0.6253231923685232,-0.6026698063838609,-0.0827824553737884,0.9350851453321708,0.7570644397812901,1.2596130631671567,15.948489997349212,-0.1573961191812276,-0.674293810121986,-0.674294458934875,-0.4231052561975417,-0.0950836474512484,-0.1573961191812276,0.5172821910784443,0.00030406923804989356,0.5722874915090432,0.7531871532350854,1,REJECT,high_spoof_score
REALVSFAKE__train_attack_15,1,0.9915382862091064,-0.1919646325751358,0.5905945119833964,-0.3183381847575319,0.0125906732933411,-0.0799217387663824,1.2742756187506403,1.618682255419095,12.687208660596289,-0.1573961191812276,-0.7718429038744596,-0.7718425812725048,-0.161405179536149,0.5217294194214358,-0.1573961191812276,0.5172821910784443,0.0031440445132727246,0.5471515254077156,0.8210598119146619,1,REJECT,high_spoof_score
REALVSFAKE__train_attack_16,1,0.998333752155304,-0.2790188593427573,0.6154857540421861,-0.4603393753541653,-0.0245522713721079,2.457595471480001,1.2092715011474298,1.4335056567211295,78.69745766856762,-0.1573961191812276,-0.6546539790322967,-0.6546549516866692,-0.2874143454002159,3.249982034725312,-0.1573961191812276,0.5172821910784443,6.693094954526769e-18,0.3997177553417142,0.818652889491329,1,REJECT,high_spoof_score
REALVSFAKE__train_attack_17,1,0.6291640996932983,-0.268252003951396,0.6590761082202051,-0.5811333806145172,-0.0283017500009065,0.9350851453321708,2.343184588308352,2.409615822393857,436.9014348285743,-0.1573961191812276,-0.6546802147061251,-0.65467924397732,-0.2936014547343663,1.9137958385183047,-0.1573961191812276,0.5172821910784443,3.1954409717372697e-96,0.46766307829732556,0.5267144336695049,1,RETRY,gray_zone
REALVSFAKE__train_attack_19,1,0.99424946308136,-0.161985114503303,0.6333659715364798,-0.34878253559991,0.0676592634989221,-0.0799217387663824,1.701273894703763,2.043615960363771,219.76102260035412,-0.1573961191812276,0.2565080579565854,0.2565083834763438,-0.6656092506857867,2.4885776805483544,-0.1573961191812276,0.5172821910784443,1.148513647300093e-48,0.38283033668537714,0.8145410872993569,1,REJECT,high_spoof_score
