case,video_id,score_spoof,target_class,frame_position,gradcam_path,case_behav,blink_count,ear_std,motion_mean,motion_std,motion_max,rppg_snr,rppg_signal_std,rppg_valid,normal_score_spoof,zero_behavior_score_spoof,zero_rppg_score_spoof,zero_all_score_spoof,delta_zero_behavior,delta_zero_rppg,delta_zero_all
real_to_real,MSU_MFSD__real_client051_android_SD_scene01,0.003616324160248,0,2,reports\gradcam_examples\final_model_mixed_multiframe\real_to_real\MSU_MFSD__real_client051_android_SD_scene01_score_0.0036_pos_2_gradcam.jpg,REAL_TO_REAL,0.6249589347026502,-0.6261539423877313,-0.4477463840990239,0.330283444708477,0.40759819367502,0.0606960023225694,0.086406019265569,0.5172821910784443,0.0062134847976267,0.0062708472833037,0.0062645059078931,0.0063185910694301,5.736248567700386e-05,5.102111026644707e-05,0.0001051062718033
real_to_real,MSU_MFSD__real_client051_android_SD_scene01,0.003616324160248,0,5,reports\gradcam_examples\final_model_mixed_multiframe\real_to_real\MSU_MFSD__real_client051_android_SD_scene01_score_0.0036_pos_5_gradcam.jpg,REAL_TO_REAL,0.6249589347026502,-0.6261539423877313,-0.4477463840990239,0.330283444708477,0.40759819367502,0.0606960023225694,0.086406019265569,0.5172821910784443,0.0062134847976267,0.0062708472833037,0.0062645059078931,0.0063185910694301,5.736248567700386e-05,5.102111026644707e-05,0.0001051062718033
real_to_real,MSU_MFSD__real_client051_android_SD_scene01,0.003616324160248,0,8,reports\gradcam_examples\final_model_mixed_multiframe\real_to_real\MSU_MFSD__real_client051_android_SD_scene01_score_0.0036_pos_8_gradcam.jpg,REAL_TO_REAL,0.6249589347026502,-0.6261539423877313,-0.4477463840990239,0.330283444708477,0.40759819367502,0.0606960023225694,0.086406019265569,0.5172821910784443,0.0062134847976267,0.0062708472833037,0.0062645059078931,0.0063185910694301,5.736248567700386e-05,5.102111026644707e-05,0.0001051062718033
real_to_real,MSU_MFSD__real_client051_android_SD_scene01,0.003616324160248,0,11,reports\gradcam_examples\final_model_mixed_multiframe\real_to_real\MSU_MFSD__real_client051_android_SD_scene01_score_0.0036_pos_11_gradcam.jpg,REAL_TO_REAL,0.6249589347026502,-0.6261539423877313,-0.4477463840990239,0.330283444708477,0.40759819367502,0.0606960023225694,0.086406019265569,0.5172821910784443,0.0062134847976267,0.0062708472833037,0.0062645059078931,0.0063185910694301,5.736248567700386e-05,5.102111026644707e-05,0.0001051062718033
real_to_real,MSU_MFSD__real_client051_android_SD_scene01,0.003616324160248,0,14,reports\gradcam_examples\final_model_mixed_multiframe\real_to_real\MSU_MFSD__real_client051_android_SD_scene01_score_0.0036_pos_14_gradcam.jpg,REAL_TO_REAL,0.6249589347026502,-0.6261539423877313,-0.4477463840990239,0.330283444708477,0.40759819367502,0.0606960023225694,0.086406019265569,0.5172821910784443,0.0062134847976267,0.0062708472833037,0.0062645059078931,0.0063185910694301,5.736248567700386e-05,5.102111026644707e-05,0.0001051062718033
real_to_real,CASIA__10_2,0.0038616519887,0,2,reports\gradcam_examples\final_model_mixed_multiframe\real_to_real\CASIA__10_2_score_0.0039_pos_2_gradcam.jpg,REAL_TO_REAL,1.6349372131060402,3.012978935987653,0.6622144254152231,3.409735598062197,2.675555408882745,-0.6338575915098535,-0.4261037546220498,-1.9305106608221685,0.0071106399409472,0.0077258558012545,0.0069719250313937,0.0078656170517206,0.0006152158603072,-0.0001387149095535,0.0007549771107733
real_to_real,CASIA__10_2,0.0038616519887,0,5,reports\gradcam_examples\final_model_mixed_multiframe\real_to_real\CASIA__10_2_score_0.0039_pos_5_gradcam.jpg,REAL_TO_REAL,1.6349372131060402,3.012978935987653,0.6622144254152231,3.409735598062197,2.675555408882745,-0.6338575915098535,-0.4261037546220498,-1.9305106608221685,0.0071106399409472,0.0077258558012545,0.0069719250313937,0.0078656170517206,0.0006152158603072,-0.0001387149095535,0.0007549771107733
real_to_real,CASIA__10_2,0.0038616519887,0,8,reports\gradcam_examples\final_model_mixed_multiframe\real_to_real\CASIA__10_2_score_0.0039_pos_8_gradcam.jpg,REAL_TO_REAL,1.6349372131060402,3.012978935987653,0.6622144254152231,3.409735598062197,2.675555408882745,-0.6338575915098535,-0.4261037546220498,-1.9305106608221685,0.0071106399409472,0.0077258558012545,0.0069719250313937,0.0078656170517206,0.0006152158603072,-0.0001387149095535,0.0007549771107733
real_to_real,CASIA__10_2,0.0038616519887,0,11,reports\gradcam_examples\final_model_mixed_multiframe\real_to_real\CASIA__10_2_score_0.0039_pos_11_gradcam.jpg,REAL_TO_REAL,1.6349372131060402,3.012978935987653,0.6622144254152231,3.409735598062197,2.675555408882745,-0.6338575915098535,-0.4261037546220498,-1.9305106608221685,0.0071106399409472,0.0077258558012545,0.0069719250313937,0.0078656170517206,0.0006152158603072,-0.0001387149095535,0.0007549771107733
real_to_real,CASIA__10_2,0.0038616519887,0,14,reports\gradcam_examples\final_model_mixed_multiframe\real_to_real\CASIA__10_2_score_0.0039_pos_14_gradcam.jpg,REAL_TO_REAL,1.6349372131060402,3.012978935987653,0.6622144254152231,3.409735598062197,2.675555408882745,-0.6338575915098535,-0.4261037546220498,-1.9305106608221685,0.0071106399409472,0.0077258558012545,0.0069719250313937,0.0078656170517206,0.0006152158603072,-0.0001387149095535,0.0007549771107733
real_to_real,CASIA__29_2,0.0044531463645398,0,2,reports\gradcam_examples\final_model_mixed_multiframe\real_to_real\CASIA__29_2_score_0.0045_pos_2_gradcam.jpg,REAL_TO_REAL,0.6249589347026502,2.6438085107127027,2.9125714271347865,-0.1050309077291003,1.4464436917265855,-0.6338575915098535,-0.4261037546220498,-1.9305106608221685,0.0081544825807213,0.0084938686341047,0.0080301519483327,0.00866290461272,0.0003393860533833,-0.0001243306323885,0.0005084220319986
real_to_real,CASIA__29_2,0.0044531463645398,0,5,reports\gradcam_examples\final_model_mixed_multiframe\real_to_real\CASIA__29_2_score_0.0045_pos_5_gradcam.jpg,REAL_TO_REAL,0.6249589347026502,2.6438085107127027,2.9125714271347865,-0.1050309077291003,1.4464436917265855,-0.6338575915098535,-0.4261037546220498,-1.9305106608221685,0.0081544825807213,0.0084938686341047,0.0080301519483327,0.00866290461272,0.0003393860533833,-0.0001243306323885,0.0005084220319986
real_to_real,CASIA__29_2,0.0044531463645398,0,8,reports\gradcam_examples\final_model_mixed_multiframe\real_to_real\CASIA__29_2_score_0.0045_pos_8_gradcam.jpg,REAL_TO_REAL,0.6249589347026502,2.6438085107127027,2.9125714271347865,-0.1050309077291003,1.4464436917265855,-0.6338575915098535,-0.4261037546220498,-1.9305106608221685,0.0081544825807213,0.0084938686341047,0.0080301519483327,0.00866290461272,0.0003393860533833,-0.0001243306323885,0.0005084220319986
real_to_real,CASIA__29_2,0.0044531463645398,0,11,reports\gradcam_examples\final_model_mixed_multiframe\real_to_real\CASIA__29_2_score_0.0045_pos_11_gradcam.jpg,REAL_TO_REAL,0.6249589347026502,2.6438085107127027,2.9125714271347865,-0.1050309077291003,1.4464436917265855,-0.6338575915098535,-0.4261037546220498,-1.9305106608221685,0.0081544825807213,0.0084938686341047,0.0080301519483327,0.00866290461272,0.0003393860533833,-0.0001243306323885,0.0005084220319986
real_to_real,CASIA__29_2,0.0044531463645398,0,14,reports\gradcam_examples\final_model_mixed_multiframe\real_to_real\CASIA__29_2_score_0.0045_pos_14_gradcam.jpg,REAL_TO_REAL,0.6249589347026502,2.6438085107127027,2.9125714271347865,-0.1050309077291003,1.4464436917265855,-0.6338575915098535,-0.4261037546220498,-1.9305106608221685,0.0081544825807213,0.0084938686341047,0.0080301519483327,0.00866290461272,0.0003393860533833,-0.0001243306323885,0.0005084220319986
spoof_to_spoof,AXON__axon_de94e2b0cae648,0.9998996257781982,1,2,reports\gradcam_examples\final_model_mixed_multiframe\spoof_to_spoof\AXON__axon_de94e2b0cae648_score_0.9999_pos_2_gradcam.jpg,SPOOF_TO_SPOOF,-0.3850193437007398,-0.6553096704702708,-0.3974066291602141,-0.3947196903606629,-0.4532485072652997,-0.0107452308232801,-0.0996354160401974,0.5172821910784443,0.999796450138092,0.9997931122779846,0.999794065952301,0.999790370464325,-3.337860107421875e-06,-2.384185791015625e-06,-6.079673767089844e-06
spoof_to_spoof,AXON__axon_de94e2b0cae648,0.9998996257781982,1,5,reports\gradcam_examples\final_model_mixed_multiframe\spoof_to_spoof\AXON__axon_de94e2b0cae648_score_0.9999_pos_5_gradcam.jpg,SPOOF_TO_SPOOF,-0.3850193437007398,-0.6553096704702708,-0.3974066291602141,-0.3947196903606629,-0.4532485072652997,-0.0107452308232801,-0.0996354160401974,0.5172821910784443,0.999796450138092,0.9997931122779846,0.999794065952301,0.999790370464325,-3.337860107421875e-06,-2.384185791015625e-06,-6.079673767089844e-06
spoof_to_spoof,AXON__axon_de94e2b0cae648,0.9998996257781982,1,8,reports\gradcam_examples\final_model_mixed_multiframe\spoof_to_spoof\AXON__axon_de94e2b0cae648_score_0.9999_pos_8_gradcam.jpg,SPOOF_TO_SPOOF,-0.3850193437007398,-0.6553096704702708,-0.3974066291602141,-0.3947196903606629,-0.4532485072652997,-0.0107452308232801,-0.0996354160401974,0.5172821910784443,0.999796450138092,0.9997931122779846,0.999794065952301,0.999790370464325,-3.337860107421875e-06,-2.384185791015625e-06,-6.079673767089844e-06
spoof_to_spoof,AXON__axon_de94e2b0cae648,0.9998996257781982,1,11,reports\gradcam_examples\final_model_mixed_multiframe\spoof_to_spoof\AXON__axon_de94e2b0cae648_score_0.9999_pos_11_gradcam.jpg,SPOOF_TO_SPOOF,-0.3850193437007398,-0.6553096704702708,-0.3974066291602141,-0.3947196903606629,-0.4532485072652997,-0.0107452308232801,-0.0996354160401974,0.5172821910784443,0.999796450138092,0.9997931122779846,0.999794065952301,0.999790370464325,-3.337860107421875e-06,-2.384185791015625e-06,-6.079673767089844e-06
spoof_to_spoof,AXON__axon_de94e2b0cae648,0.9998996257781982,1,14,reports\gradcam_examples\final_model_mixed_multiframe\spoof_to_spoof\AXON__axon_de94e2b0cae648_score_0.9999_pos_14_gradcam.jpg,SPOOF_TO_SPOOF,-0.3850193437007398,-0.6553096704702708,-0.3974066291602141,-0.3947196903606629,-0.4532485072652997,-0.0107452308232801,-0.0996354160401974,0.5172821910784443,0.999796450138092,0.9997931122779846,0.999794065952301,0.999790370464325,-3.337860107421875e-06,-2.384185791015625e-06,-6.079673767089844e-06
spoof_to_spoof,AXON__axon_4282fff5ee43c5,0.9998899698257446,1,2,reports\gradcam_examples\final_model_mixed_multiframe\spoof_to_spoof\AXON__axon_4282fff5ee43c5_score_0.9999_pos_2_gradcam.jpg,SPOOF_TO_SPOOF,-0.3850193437007398,-0.5277624875299173,-0.2155218026801017,-0.6752573674489944,-0.5265360647875491,-0.3488459935466225,-0.2700846227753087,0.5172821910784443,0.9997324347496032,0.999727189540863,0.999729573726654,0.9997239708900452,-5.245208740234375e-06,-2.86102294921875e-06,-8.463859558105469e-06
spoof_to_spoof,AXON__axon_4282fff5ee43c5,0.9998899698257446,1,5,reports\gradcam_examples\final_model_mixed_multiframe\spoof_to_spoof\AXON__axon_4282fff5ee43c5_score_0.9999_pos_5_gradcam.jpg,SPOOF_TO_SPOOF,-0.3850193437007398,-0.5277624875299173,-0.2155218026801017,-0.6752573674489944,-0.5265360647875491,-0.3488459935466225,-0.2700846227753087,0.5172821910784443,0.9997324347496032,0.999727189540863,0.999729573726654,0.9997239708900452,-5.245208740234375e-06,-2.86102294921875e-06,-8.463859558105469e-06
spoof_to_spoof,AXON__axon_4282fff5ee43c5,0.9998899698257446,1,8,reports\gradcam_examples\final_model_mixed_multiframe\spoof_to_spoof\AXON__axon_4282fff5ee43c5_score_0.9999_pos_8_gradcam.jpg,SPOOF_TO_SPOOF,-0.3850193437007398,-0.5277624875299173,-0.2155218026801017,-0.6752573674489944,-0.5265360647875491,-0.3488459935466225,-0.2700846227753087,0.5172821910784443,0.9997324347496032,0.999727189540863,0.999729573726654,0.9997239708900452,-5.245208740234375e-06,-2.86102294921875e-06,-8.463859558105469e-06
spoof_to_spoof,AXON__axon_4282fff5ee43c5,0.9998899698257446,1,11,reports\gradcam_examples\final_model_mixed_multiframe\spoof_to_spoof\AXON__axon_4282fff5ee43c5_score_0.9999_pos_11_gradcam.jpg,SPOOF_TO_SPOOF,-0.3850193437007398,-0.5277624875299173,-0.2155218026801017,-0.6752573674489944,-0.5265360647875491,-0.3488459935466225,-0.2700846227753087,0.5172821910784443,0.9997324347496032,0.999727189540863,0.999729573726654,0.9997239708900452,-5.245208740234375e-06,-2.86102294921875e-06,-8.463859558105469e-06
spoof_to_spoof,AXON__axon_4282fff5ee43c5,0.9998899698257446,1,14,reports\gradcam_examples\final_model_mixed_multiframe\spoof_to_spoof\AXON__axon_4282fff5ee43c5_score_0.9999_pos_14_gradcam.jpg,SPOOF_TO_SPOOF,-0.3850193437007398,-0.5277624875299173,-0.2155218026801017,-0.6752573674489944,-0.5265360647875491,-0.3488459935466225,-0.2700846227753087,0.5172821910784443,0.9997324347496032,0.999727189540863,0.999729573726654,0.9997239708900452,-5.245208740234375e-06,-2.86102294921875e-06,-8.463859558105469e-06
spoof_to_spoof,AXON__axon_3c164830a739b0,0.9998879432678224,1,2,reports\gradcam_examples\final_model_mixed_multiframe\spoof_to_spoof\AXON__axon_3c164830a739b0_score_0.9999_pos_2_gradcam.jpg,SPOOF_TO_SPOOF,-0.3850193437007398,-0.4958531734563832,-0.2127163834580802,-0.5293830481626502,-0.4428319895786017,0.0115478936772213,-0.0654487285529847,0.5172821910784443,0.9997010827064514,0.9996981620788574,0.999697208404541,0.9996942281723022,-2.9206275939941406e-06,-3.874301910400391e-06,-6.854534149169922e-06
spoof_to_spoof,AXON__axon_3c164830a739b0,0.9998879432678224,1,5,reports\gradcam_examples\final_model_mixed_multiframe\spoof_to_spoof\AXON__axon_3c164830a739b0_score_0.9999_pos_5_gradcam.jpg,SPOOF_TO_SPOOF,-0.3850193437007398,-0.4958531734563832,-0.2127163834580802,-0.5293830481626502,-0.4428319895786017,0.0115478936772213,-0.0654487285529847,0.5172821910784443,0.9997010827064514,0.9996981620788574,0.999697208404541,0.9996942281723022,-2.9206275939941406e-06,-3.874301910400391e-06,-6.854534149169922e-06
spoof_to_spoof,AXON__axon_3c164830a739b0,0.9998879432678224,1,8,reports\gradcam_examples\final_model_mixed_multiframe\spoof_to_spoof\AXON__axon_3c164830a739b0_score_0.9999_pos_8_gradcam.jpg,SPOOF_TO_SPOOF,-0.3850193437007398,-0.4958531734563832,-0.2127163834580802,-0.5293830481626502,-0.4428319895786017,0.0115478936772213,-0.0654487285529847,0.5172821910784443,0.9997010827064514,0.9996981620788574,0.999697208404541,0.9996942281723022,-2.9206275939941406e-06,-3.874301910400391e-06,-6.854534149169922e-06
spoof_to_spoof,AXON__axon_3c164830a739b0,0.9998879432678224,1,11,reports\gradcam_examples\final_model_mixed_multiframe\spoof_to_spoof\AXON__axon_3c164830a739b0_score_0.9999_pos_11_gradcam.jpg,SPOOF_TO_SPOOF,-0.3850193437007398,-0.4958531734563832,-0.2127163834580802,-0.5293830481626502,-0.4428319895786017,0.0115478936772213,-0.0654487285529847,0.5172821910784443,0.9997010827064514,0.9996981620788574,0.999697208404541,0.9996942281723022,-2.9206275939941406e-06,-3.874301910400391e-06,-6.854534149169922e-06
spoof_to_spoof,AXON__axon_3c164830a739b0,0.9998879432678224,1,14,reports\gradcam_examples\final_model_mixed_multiframe\spoof_to_spoof\AXON__axon_3c164830a739b0_score_0.9999_pos_14_gradcam.jpg,SPOOF_TO_SPOOF,-0.3850193437007398,-0.4958531734563832,-0.2127163834580802,-0.5293830481626502,-0.4428319895786017,0.0115478936772213,-0.0654487285529847,0.5172821910784443,0.9997010827064514,0.9996981620788574,0.999697208404541,0.9996942281723022,-2.9206275939941406e-06,-3.874301910400391e-06,-6.854534149169922e-06
real_to_spoof,LOCAL_REAL__p14_samsung_normal_t01.mp4,0.981843650341034,1,2,reports\gradcam_examples\final_model_mixed_multiframe\real_to_spoof\LOCAL_REAL__p14_samsung_normal_t01.mp4_score_0.9818_pos_2_gradcam.jpg,REAL_TO_SPOOF,0.6249589347026502,-0.0593865215212828,0.4517731639492254,1.8481973274221144,1.7095977202528705,-0.2082235311154248,-0.016154043196069,0.5172821910784443,0.9758046269416808,0.9762352705001832,0.9757894277572632,0.9760649800300598,0.0004306435585021,-1.519918441772461e-05,0.0002603530883789
real_to_spoof,LOCAL_REAL__p14_samsung_normal_t01.mp4,0.981843650341034,1,5,reports\gradcam_examples\final_model_mixed_multiframe\real_to_spoof\LOCAL_REAL__p14_samsung_normal_t01.mp4_score_0.9818_pos_5_gradcam.jpg,REAL_TO_SPOOF,0.6249589347026502,-0.0593865215212828,0.4517731639492254,1.8481973274221144,1.7095977202528705,-0.2082235311154248,-0.016154043196069,0.5172821910784443,0.9758046269416808,0.9762352705001832,0.9757894277572632,0.9760649800300598,0.0004306435585021,-1.519918441772461e-05,0.0002603530883789
real_to_spoof,LOCAL_REAL__p14_samsung_normal_t01.mp4,0.981843650341034,1,8,reports\gradcam_examples\final_model_mixed_multiframe\real_to_spoof\LOCAL_REAL__p14_samsung_normal_t01.mp4_score_0.9818_pos_8_gradcam.jpg,REAL_TO_SPOOF,0.6249589347026502,-0.0593865215212828,0.4517731639492254,1.8481973274221144,1.7095977202528705,-0.2082235311154248,-0.016154043196069,0.5172821910784443,0.9758046269416808,0.9762352705001832,0.9757894277572632,0.9760649800300598,0.0004306435585021,-1.519918441772461e-05,0.0002603530883789
real_to_spoof,LOCAL_REAL__p14_samsung_normal_t01.mp4,0.981843650341034,1,11,reports\gradcam_examples\final_model_mixed_multiframe\real_to_spoof\LOCAL_REAL__p14_samsung_normal_t01.mp4_score_0.9818_pos_11_gradcam.jpg,REAL_TO_SPOOF,0.6249589347026502,-0.0593865215212828,0.4517731639492254,1.8481973274221144,1.7095977202528705,-0.2082235311154248,-0.016154043196069,0.5172821910784443,0.9758046269416808,0.9762352705001832,0.9757894277572632,0.9760649800300598,0.0004306435585021,-1.519918441772461e-05,0.0002603530883789
real_to_spoof,LOCAL_REAL__p14_samsung_normal_t01.mp4,0.981843650341034,1,14,reports\gradcam_examples\final_model_mixed_multiframe\real_to_spoof\LOCAL_REAL__p14_samsung_normal_t01.mp4_score_0.9818_pos_14_gradcam.jpg,REAL_TO_SPOOF,0.6249589347026502,-0.0593865215212828,0.4517731639492254,1.8481973274221144,1.7095977202528705,-0.2082235311154248,-0.016154043196069,0.5172821910784443,0.9758046269416808,0.9762352705001832,0.9757894277572632,0.9760649800300598,0.0004306435585021,-1.519918441772461e-05,0.0002603530883789
