sample_id,label,score
0,1,0.9497849345207214
1,1,0.8293343782424927
2,0,0.9769936203956604
3,1,0.9869163036346436
4,1,0.9577024579048157
5,0,0.3693550229072571
6,0,0.724287748336792
7,1,0.9238863587379456
8,1,0.22441938519477844
9,0,0.04135081544518471
10,0,0.18881309032440186
11,1,0.9835652709007263
12,1,0.9850032925605774
13,0,0.8727254271507263
14,1,0.9691510200500488
15,1,0.9696383476257324
16,0,0.38344264030456543
17,0,0.9412750005722046
18,1,0.715990424156189
19,1,0.9730033278465271
20,1,0.6748949289321899
21,0,0.9552118182182312
22,1,0.06699921190738678
23,1,0.8426440954208374
24,0,0.742847740650177
25,1,0.9411754012107849
26,0,0.9827357530593872
27,1,0.971738874912262
28,1,0.9285808205604553
29,0,0.9676238894462585
30,0,0.03622563183307648
31,1,0.9708446264266968
32,0,0.8845873475074768
33,1,0.9828183054924011
34,1,0.9704321026802063
35,0,0.9515066146850586
36,1,0.964580774307251
37,0,0.03239257261157036
38,1,0.293376088142395
39,0,0.9160168170928955
40,0,0.9679393768310547
41,0,0.8703816533088684
42,1,0.8108330368995667
43,0,0.7099565267562866
44,0,0.034952037036418915
45,1,0.9724269509315491
46,0,0.3466434180736542
47,0,0.9738011956214905
48,1,0.9515933990478516
49,0,0.9563674926757812
50,0,0.8148366212844849
51,0,0.8485122919082642
52,0,0.35291925072669983
53,1,0.889854371547699
54,1,0.9695651531219482
55,1,0.9587692618370056
56,0,0.6329087018966675
57,0,0.9522735476493835
58,0,0.43728530406951904
59,1,0.5316206216812134
60,1,0.9785066246986389
61,0,0.9432538151741028
62,1,0.6846464276313782
63,0,0.6539084911346436
64,1,0.9739142656326294
65,0,0.8311859369277954
66,1,0.9753537774085999
67,0,0.9661850333213806
68,1,0.8307815194129944
69,1,0.9290671944618225
70,1,0.8783168196678162
71,0,0.956828773021698
72,0,0.3217121362686157
73,1,0.920569121837616
74,0,0.9108601212501526
75,0,0.6360352635383606
76,0,0.8995709419250488
77,1,0.988106369972229
78,1,0.9739760160446167
79,1,0.8642690777778625
80,1,0.7423281073570251
81,0,0.9340344071388245
82,1,0.8798127174377441
83,0,0.9757387042045593
84,0,0.9348223805427551
85,0,0.09753002971410751
86,0,0.9729368686676025
87,0,0.10700946301221848
88,0,0.43432673811912537
89,0,0.71587735414505
90,1,0.954711377620697
91,0,0.9096499681472778
92,1,0.4781760573387146
93,0,0.6655927896499634
94,0,0.7424167394638062
95,1,0.9618854522705078
96,1,0.9867075681686401
97,1,0.9915735125541687
98,0,0.916961133480072
99,0,0.6581937074661255
100,0,0.9584618806838989
101,0,0.9335513710975647
102,1,0.949428379535675
103,1,0.9276851415634155
104,1,0.9358474612236023
105,1,0.965544581413269
106,1,0.9895650148391724
107,0,0.8817089200019836
108,1,0.9760765433311462
109,1,0.9388394951820374
110,1,0.9612902402877808
111,0,0.7253674864768982
112,0,0.8504546284675598
113,0,0.9414463639259338
114,0,0.888786256313324
115,0,0.9059447646141052
116,1,0.9629485607147217
117,1,0.9625059366226196
118,1,0.9850773215293884
119,1,0.8563613295555115
120,1,0.20683549344539642
121,1,0.9815680384635925
122,0,0.982502818107605
123,1,0.7711482048034668
124,1,0.9500133991241455
125,0,0.9661812782287598
126,1,0.9428597092628479
127,1,0.9652641415596008
128,0,0.04763278365135193
129,0,0.9219249486923218
130,0,0.94179767370224
131,1,0.9320167899131775
132,1,0.9721546769142151
133,0,0.029789628461003304
134,1,0.09407956898212433
135,0,0.7172605991363525
136,0,0.9152857065200806
137,1,0.9774911403656006
138,0,0.2085120528936386
139,1,0.9723665118217468
140,1,0.16926264762878418
141,1,0.9297592639923096
142,1,0.03602728620171547
143,1,0.9811196327209473
144,1,0.976630687713623
145,0,0.9640443921089172
146,0,0.9624500870704651
147,1,0.9576641321182251
148,0,0.5264579653739929
149,1,0.9714058041572571
150,0,0.7705409526824951
151,1,0.8958839774131775
152,0,0.9270551800727844
153,1,0.9333809018135071
154,0,0.989158034324646
155,1,0.8301772475242615
156,0,0.9663394093513489
157,0,0.891708254814148
158,1,0.9865202903747559
159,0,0.3502786159515381
160,1,0.9843530058860779
161,0,0.013539993204176426
162,0,0.9166480898857117
163,0,0.8375771045684814
164,0,0.941584587097168
165,1,0.9720714092254639
166,1,0.9807933568954468
167,0,0.9330193400382996
168,0,0.7078149914741516
169,0,0.9783971905708313
170,1,0.9792914986610413
171,0,0.6096186637878418
172,0,0.7698714137077332
173,0,0.6853418946266174
174,0,0.9756850004196167
175,0,0.9694250226020813
176,0,0.37021559476852417
177,0,0.2515934705734253
178,1,0.07836983352899551
179,0,0.05810945853590965
180,1,0.9611110687255859
181,1,0.97786945104599
182,0,0.9917078614234924
183,0,0.7930397391319275
184,1,0.9425610899925232
185,0,0.08625572174787521
186,1,0.985798180103302
187,1,0.797545313835144
188,1,0.9853368401527405
189,0,0.9423858523368835
190,0,0.9501157402992249
191,1,0.9467277526855469
192,0,0.9050189256668091
193,0,0.9407066106796265
194,1,0.9794334173202515
195,0,0.8688347339630127
196,0,0.8610470294952393
197,1,0.9721298813819885
198,1,0.8047992587089539
199,1,0.1522286981344223
200,0,0.9411441683769226
201,1,0.9834313988685608
202,0,0.8736531734466553
203,0,0.8653908967971802
204,0,0.24921010434627533
205,0,0.90876305103302
206,0,0.8834955096244812
207,0,0.7698683738708496
208,0,0.44531312584877014
209,0,0.13282163441181183
210,0,0.9173975586891174
211,0,0.11899404972791672
212,0,0.6632136702537537
213,1,0.858924388885498
214,0,0.027123140171170235
215,1,0.9401730895042419
216,0,0.07674222439527512
217,1,0.9762377738952637
218,1,0.9805790781974792
219,1,0.987415611743927
220,0,0.9760672450065613
221,0,0.09749067574739456
222,0,0.5701829791069031
223,0,0.9070979952812195
224,1,0.9897260069847107
225,1,0.9782719016075134
226,1,0.9730591773986816
227,1,0.4029398560523987
228,0,0.35543093085289
229,1,0.9807072281837463
230,1,0.9794892072677612
231,1,0.9475440979003906
232,1,0.35881856083869934
233,0,0.7741567492485046
234,0,0.9383022785186768
235,0,0.6313413381576538
236,0,0.013860716484487057
237,0,0.9100267887115479
238,1,0.970902144908905
239,1,0.4363715946674347
240,0,0.27665287256240845
241,0,0.7773305773735046
242,0,0.9703487753868103
243,0,0.9171275496482849
244,1,0.9811618328094482
245,1,0.9514696002006531
246,1,0.956169843673706
247,1,0.9591979384422302
248,0,0.0672558918595314
249,1,0.9900872111320496
250,0,0.09344882518053055
251,1,0.9582267999649048
252,0,0.05100790038704872
253,1,0.9172031283378601
254,1,0.9745124578475952
255,0,0.08519637584686279
256,1,0.48640790581703186
257,0,0.9558941721916199
258,1,0.9849766492843628
259,1,0.8706031441688538
260,0,0.6663720011711121
261,1,0.8762052059173584
262,1,0.9889472723007202
263,0,0.9282029271125793
264,0,0.8634260296821594
265,1,0.9803876876831055
266,0,0.8774958848953247
267,0,0.913918673992157
268,1,0.09315401315689087
269,0,0.27194181084632874
270,1,0.960335910320282
271,0,0.6983668208122253
272,0,0.15287476778030396
273,1,0.9883472323417664
274,0,0.9180836081504822
275,1,0.36895760893821716
276,1,0.7811711430549622
277,1,0.9614741206169128
278,1,0.8045205473899841
279,1,0.9543061852455139
280,1,0.9741767644882202
281,0,0.029354562982916832
282,0,0.4875352680683136
283,0,0.8569736480712891
284,0,0.3152387738227844
285,0,0.30410540103912354
286,0,0.8145239353179932
287,0,0.8325250148773193
288,0,0.799639880657196
289,0,0.10985260456800461
290,1,0.9828550815582275
291,1,0.983730137348175
292,0,0.8138393759727478
293,0,0.8763161301612854
294,0,0.9634084105491638
295,1,0.8848484754562378
296,1,0.887962281703949
297,0,0.6593642234802246
298,0,0.8024613261222839
299,0,0.9405621886253357
300,1,0.954533576965332
301,0,0.46866729855537415
302,0,0.8357367515563965
303,1,0.9817759394645691
304,0,0.8777797818183899
