sample_id,label,score
0,1,0.8935738801956177
1,1,0.6114511489868164
2,0,0.2065490037202835
3,1,0.9471046328544617
4,1,0.9476287961006165
5,0,0.01038700994104147
6,0,0.026455162093043327
7,1,0.721534252166748
8,1,0.8845003247261047
9,0,0.18365149199962616
10,0,0.5627448558807373
11,1,0.8708593249320984
12,1,0.9949164390563965
13,0,0.1180577427148819
14,1,0.9842612743377686
15,1,0.917421817779541
16,0,0.10830485820770264
17,0,0.20297443866729736
18,1,0.882840096950531
19,1,0.9392291903495789
20,1,0.7171165943145752
21,0,0.06238395348191261
22,1,0.7255178093910217
23,1,0.7067334651947021
24,0,0.04512936621904373
25,1,0.8469338417053223
26,0,0.7376499176025391
27,1,0.7873399257659912
28,1,0.7985551357269287
29,0,0.22892025113105774
30,0,0.3649049401283264
31,1,0.8478214144706726
32,0,0.013533523306250572
33,1,0.9636999368667603
34,1,0.8505362868309021
35,0,0.5944954752922058
36,1,0.8138846158981323
37,0,0.280242919921875
38,1,0.5268483757972717
39,0,0.01832370087504387
40,0,0.642209529876709
41,0,0.23623698949813843
42,1,0.7726677656173706
43,0,0.09029833972454071
44,0,0.17340318858623505
45,1,0.9603148102760315
46,0,0.13011609017848969
47,0,0.17053838074207306
48,1,0.9308762550354004
49,0,0.8947844505310059
50,0,0.2644580006599426
51,0,0.06729542464017868
52,0,0.2245381623506546
53,1,0.6968857049942017
54,1,0.6133875250816345
55,1,0.380916029214859
56,0,0.0191631019115448
57,0,0.05592430755496025
58,0,0.10493412613868713
59,1,0.4675544202327728
60,1,0.9471386075019836
61,0,0.01877543330192566
62,1,0.8429797887802124
63,0,0.09758610278367996
64,1,0.9510173201560974
65,0,0.13604381680488586
66,1,0.8512959480285645
67,0,0.03655276447534561
68,1,0.9284022450447083
69,1,0.6017175316810608
70,1,0.4545542001724243
71,0,0.16457143425941467
72,0,0.22872669994831085
73,1,0.8868946433067322
74,0,0.3429332375526428
75,0,0.06550219655036926
76,0,0.6785024404525757
77,1,0.9648019075393677
78,1,0.9349934458732605
79,1,0.8386146426200867
80,1,0.930855393409729
81,0,0.002189980586990714
82,1,0.3272029757499695
83,0,0.14516080915927887
84,0,0.2366226464509964
85,0,0.25053536891937256
86,0,0.22565539181232452
87,0,0.23238949477672577
88,0,0.43846386671066284
89,0,0.005855903495103121
90,1,0.9843429327011108
91,0,0.2357812523841858
92,1,0.5010828971862793
93,0,0.08928649127483368
94,0,0.05767490714788437
95,1,0.9967610239982605
96,1,0.9726886749267578
97,1,0.8120826482772827
98,0,0.6681860685348511
99,0,0.14662276208400726
100,0,0.5899302959442139
101,0,0.055067434906959534
102,1,0.9157211184501648
103,1,0.26840075850486755
104,1,0.6543331146240234
105,1,0.7477883696556091
106,1,0.9646212458610535
107,0,0.15483276546001434
108,1,0.9656052589416504
109,1,0.12552106380462646
110,1,0.4822342097759247
111,0,0.17451819777488708
112,0,0.03014805167913437
113,0,0.04163682833313942
114,0,0.23605123162269592
115,0,0.06089853122830391
116,1,0.8979235291481018
117,1,0.8162758350372314
118,1,0.9778981804847717
119,1,0.8488326072692871
120,1,0.8647746443748474
121,1,0.9768435955047607
122,0,0.8102195262908936
123,1,0.5100746750831604
124,1,0.898622989654541
125,0,0.19074496626853943
126,1,0.2950126826763153
127,1,0.37439286708831787
128,0,0.4511182904243469
129,0,0.021467795595526695
130,0,0.06561364978551865
131,1,0.9705835580825806
132,1,0.5065044164657593
133,0,0.49343302845954895
134,1,0.8760368227958679
135,0,0.2943553924560547
136,0,0.6122487187385559
137,1,0.2586310803890228
138,0,0.2599862515926361
139,1,0.5895957350730896
140,1,0.684235155582428
141,1,0.8317681550979614
142,1,0.7640671730041504
143,1,0.8168114423751831
144,1,0.8609935641288757
145,0,0.16489678621292114
146,0,0.4018857479095459
147,1,0.9461154937744141
148,0,0.08806952834129333
149,1,0.25194478034973145
150,0,0.0220489464700222
151,1,0.9185054302215576
152,0,0.014432867988944054
153,1,0.8957115411758423
154,0,0.28667372465133667
155,1,0.7895174026489258
156,0,0.19818100333213806
157,0,0.07223648577928543
158,1,0.9677675366401672
159,0,0.03464910015463829
160,1,0.9522678256034851
161,0,0.34558844566345215
162,0,0.0549875944852829
163,0,0.19534346461296082
164,0,0.23120521008968353
165,1,0.554731011390686
166,1,0.9387004971504211
167,0,0.17739614844322205
168,0,0.1697661131620407
169,0,0.5300740003585815
170,1,0.9860761761665344
171,0,0.6909898519515991
172,0,0.018017863854765892
173,0,0.055853284895420074
174,0,0.49640846252441406
175,0,0.02950693666934967
176,0,0.09572678059339523
177,0,0.03707318380475044
178,1,0.45252525806427
179,0,0.12358516454696655
180,1,0.844485342502594
181,1,0.9770236611366272
182,0,0.8261885643005371
183,0,0.010775795206427574
184,1,0.9711729288101196
185,0,0.13488712906837463
186,1,0.9824568033218384
187,1,0.5349529981613159
188,1,0.9935072660446167
189,0,0.12225348502397537
190,0,0.10804946720600128
191,1,0.6278340816497803
192,0,0.01254255324602127
193,0,0.1361251026391983
194,1,0.7455441951751709
195,0,0.0018836933886632323
196,0,0.00434867013245821
197,1,0.6866558194160461
198,1,0.3174459636211395
199,1,0.3343598246574402
200,0,0.0692785456776619
201,1,0.9415602684020996
202,0,0.06297017633914948
203,0,0.288854718208313
204,0,0.41093432903289795
205,0,0.09783624857664108
206,0,0.030271518975496292
207,0,0.13702569901943207
208,0,0.1012980118393898
209,0,0.07547668367624283
210,0,0.03453373908996582
211,0,0.10065143555402756
212,0,0.42515847086906433
213,1,0.9947817921638489
