sample_id,label,score
0,0,0.06865387409925461
1,1,0.05107719078660011
2,0,0.07602548599243164
3,1,0.8389513492584229
4,0,0.0037647378630936146
5,0,0.012940045446157455
6,0,0.02993992529809475
7,1,0.9903649687767029
8,1,0.9835594296455383
9,0,0.00612379377707839
10,0,0.011604764498770237
11,0,0.023350905627012253
12,0,0.03916752338409424
13,0,0.5417692065238953
14,1,0.9867227673530579
15,0,0.039076391607522964
16,0,0.007853480987250805
17,1,0.9839377999305725
18,0,0.10035426169633865
19,0,0.01338618528097868
20,1,0.9897491335868835
21,1,0.9662473797798157
22,1,0.9877106547355652
23,1,0.9812573194503784
24,0,0.015438911505043507
25,0,0.02349495328962803
26,1,0.9883702993392944
27,0,0.007545508444309235
28,1,0.991422712802887
29,0,0.012010383419692516
30,0,0.30151715874671936
31,0,0.3820405900478363
32,0,0.008215196430683136
33,1,0.6456103920936584
34,0,0.009584388695657253
35,1,0.9908545017242432
36,0,0.010024968534708023
37,0,0.023656493052840233
38,1,0.9830491542816162
39,0,0.07819413393735886
40,1,0.9428372979164124
41,0,0.007571219000965357
42,0,0.002647899091243744
43,1,0.8779464364051819
44,1,0.9931982159614563
45,1,0.9845978021621704
46,1,0.9947163462638855
47,0,0.043948955833911896
48,0,0.021068541333079338
49,1,0.9879987239837646
50,1,0.9748436808586121
51,0,0.06731415539979935
52,1,0.9751945734024048
53,0,0.00540744885802269
54,1,0.6874083876609802
55,0,0.007366954814642668
56,1,0.9935543537139893
57,1,0.9448274374008179
58,1,0.08567647635936737
59,0,0.02184588462114334
60,0,0.0049570538103580475
61,1,0.7674110531806946
62,1,0.9828633666038513
63,0,0.151669442653656
64,0,0.05926297605037689
65,0,0.007789074908941984
66,0,0.005108651705086231
67,1,0.6184068322181702
68,0,0.018951423466205597
69,0,0.0072106858715415
70,0,0.024469824507832527
71,0,0.040439870208501816
72,1,0.9833548665046692
73,1,0.991100013256073
74,1,0.9938399195671082
75,0,0.008034201338887215
76,1,0.9829270243644714
77,1,0.9626085758209229
78,0,0.011140472255647182
79,0,0.006760952062904835
80,0,0.007826353423297405
81,0,0.45378607511520386
82,0,0.18594054877758026
83,0,0.02369397133588791
84,1,0.981408417224884
85,1,0.9955014586448669
86,1,0.7704564332962036
87,1,0.9506014585494995
88,1,0.9930043816566467
89,0,0.13630813360214233
90,0,0.31846854090690613
91,0,0.009607614949345589
92,1,0.9673059582710266
93,1,0.9886123538017273
94,1,0.9952810406684875
95,1,0.2480538934469223
96,1,0.8677383661270142
97,1,0.988062858581543
98,1,0.8447967767715454
99,1,0.9598612189292908
100,1,0.9908649325370789
101,0,0.006070670671761036
102,0,0.005535725969821215
103,0,0.005115578416734934
104,1,0.9777555465698242
105,1,0.9907926917076111
106,0,0.006937675643712282
107,0,0.00658208504319191
108,1,0.9768666625022888
109,1,0.7120466232299805
110,1,0.9896348118782043
111,0,0.009201420471072197
112,1,0.9517009258270264
113,0,0.006731923669576645
114,0,0.0042939335107803345
115,0,0.005035229958593845
116,1,0.9915483593940735
117,1,0.9719722867012024
118,0,0.039242859929800034
119,0,0.013117930851876736
120,1,0.9286057353019714
121,1,0.9748390316963196
122,1,0.9909263849258423
123,1,0.9965156316757202
124,0,0.025123344734311104
125,1,0.986205518245697
126,1,0.9791617393493652
127,0,0.024540597572922707
128,1,0.9885919690132141
129,0,0.002665831008926034
130,0,0.02104352042078972
131,1,0.6360452175140381
132,1,0.993990421295166
133,1,0.9931272268295288
134,1,0.9971867203712463
135,0,0.004766926635056734
136,1,0.8565012812614441
137,0,0.010363100096583366
138,1,0.7494160532951355
139,0,0.053960513323545456
140,0,0.035277727991342545
141,0,0.016833821311593056
142,1,0.9757158756256104
143,0,0.07702233642339706
144,1,0.881339967250824
145,0,0.07742652297019958
146,1,0.9632346034049988
147,0,0.007803094107657671
148,0,0.026022080332040787
149,0,0.012516692280769348
150,1,0.9717720150947571
151,0,0.00428842194378376
152,1,0.9916831254959106
153,1,0.9188385009765625
154,1,0.43919774889945984
155,0,0.00468175346031785
156,0,0.028904017060995102
157,1,0.9884877800941467
158,1,0.9762399196624756
159,0,0.2055623084306717
160,1,0.993740439414978
161,1,0.9878208041191101
162,1,0.9899594783782959
163,0,0.008319908753037453
164,0,0.01285178866237402
165,1,0.9943915009498596
166,0,0.02805420011281967
167,0,0.015899039804935455
168,1,0.9852932095527649
169,1,0.9755834341049194
170,1,0.9426921010017395
171,1,0.9845796823501587
172,1,0.9940744042396545
173,0,0.025741400197148323
174,1,0.9914801120758057
175,0,0.02167680114507675
176,0,0.01994219981133938
177,1,0.9300605654716492
178,1,0.7264365553855896
179,1,0.6598021984100342
180,0,0.02375374175608158
181,0,0.040699705481529236
182,1,0.967560887336731
183,1,0.5509427189826965
184,0,0.02537200227379799
185,1,0.9930514097213745
186,1,0.9933938384056091
187,0,0.05130613222718239
188,0,0.20313946902751923
189,0,0.1413133144378662
190,0,0.00678660161793232
191,0,0.003912243526428938
192,1,0.9254763126373291
193,1,0.9936200976371765
194,1,0.9677610397338867
195,0,0.003042650641873479
196,0,0.011599264107644558
197,1,0.9980633854866028
198,0,0.049139298498630524
199,0,0.019219091162085533
200,1,0.9829649329185486
201,1,0.6127857565879822
202,0,0.014341424219310284
203,0,0.007790345698595047
204,1,0.9826440215110779
205,0,0.040311407297849655
206,0,0.011172015219926834
207,1,0.9950114488601685
208,0,0.01407578494399786
209,1,0.9845227003097534
210,1,0.9938908815383911
211,1,0.21589289605617523
212,0,0.02098121866583824
213,1,0.9820111393928528
214,0,0.011377118527889252
215,1,0.9875450730323792
216,0,0.03191959485411644
217,1,0.987112820148468
218,1,0.9915996789932251
219,0,0.10073693841695786
220,1,0.9343580603599548
221,0,0.06680810451507568
222,0,0.0032745928037911654
223,0,0.02668655663728714
224,0,0.0045490688644349575
225,1,0.9926799535751343
226,1,0.8681775331497192
227,0,0.005657624918967485
228,1,0.697815477848053
229,1,0.9902555346488953
230,0,0.008235751651227474
231,1,0.42513221502304077
232,1,0.9856207966804504
233,1,0.7160301208496094
234,0,0.03404148668050766
235,1,0.9769585728645325
236,1,0.9901222586631775
237,1,0.5492415428161621
238,0,0.9519113898277283
239,0,0.042787179350852966
240,1,0.9928796887397766
241,1,0.9923020601272583
242,0,0.27366283535957336
243,1,0.9975294470787048
244,0,0.03107333555817604
245,1,0.993005096912384
246,1,0.9740721583366394
247,0,0.00826059840619564
248,1,0.9857358336448669
249,1,0.9883765578269958
250,1,0.9947190284729004
251,0,0.04398874193429947
252,0,0.302673876285553
253,0,0.005617718677967787
254,1,0.9827097654342651
255,1,0.9968274235725403
256,0,0.016872044652700424
257,0,0.3189462125301361
258,1,0.9930673837661743
259,0,0.1695532351732254
260,0,0.011191943660378456
261,1,0.9890156388282776
262,0,0.5856757164001465
263,0,0.00864453800022602
264,0,0.10566601157188416
265,0,0.07550229877233505
266,1,0.8240470886230469
267,1,0.974668025970459
268,0,0.02314961515367031
269,1,0.9849438071250916
270,0,0.007655804511159658
271,0,0.007682640105485916
272,0,0.007388745434582233
273,0,0.02129499241709709
274,1,0.9902433753013611
275,1,0.9628599286079407
276,1,0.9741917252540588
277,0,0.014592996798455715
278,0,0.03547278791666031
279,1,0.6875733733177185
280,0,0.007383949123322964
281,1,0.9233474731445312
282,1,0.9867100119590759
283,1,0.9938262104988098
284,1,0.9717469811439514
285,1,0.9631252288818359
286,0,0.03593350201845169
287,0,0.005536342971026897
288,0,0.012876070104539394
289,1,0.9939045310020447
290,1,0.6770968437194824
291,1,0.9922921061515808
292,1,0.9735446572303772
293,0,0.004863469861447811
294,0,0.11178594082593918
295,1,0.5560261011123657
296,0,0.018279775977134705
297,1,0.9572311639785767
298,0,0.01725185289978981
299,0,0.016522642225027084
300,1,0.9367275834083557
301,0,0.02559654414653778
302,0,0.01525314711034298
303,1,0.9775955080986023
304,0,0.015142884105443954
305,1,0.9956210255622864
306,0,0.017155872657895088
307,1,0.9900297522544861
308,0,0.9720521569252014
309,0,0.014844230376183987
310,1,0.9918882250785828
311,1,0.7532917261123657
312,0,0.015721578150987625
313,0,0.014372301287949085
314,0,0.016376711428165436
315,1,0.9457725286483765
316,0,0.015593225136399269
317,1,0.9106991291046143
318,0,0.011516408063471317
319,0,0.19717572629451752
320,1,0.9943773150444031
321,0,0.06143110245466232
322,1,0.9522637724876404
323,1,0.9953585267066956
324,1,0.048663925379514694
325,1,0.9930203557014465
326,0,0.023606395348906517
327,0,0.02433527447283268
328,0,0.0015748058212921023
329,0,0.4987652003765106
330,1,0.9954677820205688
331,1,0.9943010807037354
332,1,0.9309781789779663
333,1,0.9734371304512024
334,1,0.9927464127540588
335,1,0.9867063164710999
336,0,0.008862605318427086
337,0,0.007660000119358301
338,1,0.9601638913154602
339,0,0.014965561218559742
340,1,0.993791401386261
341,0,0.01622864603996277
342,1,0.9889388084411621
343,0,0.10434532165527344
344,1,0.9467920660972595
345,0,0.00959823653101921
346,1,0.963509202003479
347,0,0.00886444840580225
348,0,0.010572164319455624
349,1,0.9112058877944946
350,1,0.9949924349784851
351,1,0.9905751943588257
352,1,0.9956923127174377
353,1,0.9370113611221313
354,0,0.01078471913933754
355,0,0.011380568146705627
356,1,0.951285183429718
357,0,0.09106885641813278
358,1,0.12862876057624817
359,1,0.06373501569032669
360,1,0.8850723505020142
361,1,0.6224891543388367
362,1,0.9855257868766785
363,0,0.016598952934145927
364,1,0.9608095288276672
365,0,0.008222629316151142
366,1,0.9872539639472961
367,0,0.014402404427528381
368,0,0.02691792882978916
369,0,0.006570424884557724
370,1,0.8969616889953613
371,0,0.3199995458126068
372,1,0.3324343264102936
373,1,0.985714316368103
374,1,0.8284986615180969
375,0,0.01016711350530386
376,0,0.007763900328427553
377,1,0.9960160851478577
378,0,0.3736591041088104
379,0,0.018945185467600822
380,0,0.014219183474779129
381,1,0.9939146637916565
382,1,0.9911743402481079
383,0,0.02604702301323414
384,0,0.048147592693567276
385,0,0.03602886199951172
386,0,0.7862976789474487
387,1,0.9866509437561035
388,0,0.011710170656442642
389,1,0.8101124167442322
390,1,0.9413208365440369
391,0,0.04431789368391037
392,1,0.9938866496086121
393,0,0.014742606319487095
394,0,0.5521246194839478
395,0,0.013496099971234798
396,1,0.983207106590271
397,1,0.991818904876709
398,1,0.7553685307502747
399,1,0.9928408861160278
400,0,0.003968860022723675
401,1,0.9371917247772217
402,0,0.013955592177808285
403,1,0.34784993529319763
404,1,0.9970023036003113
405,0,0.003454321064054966
406,1,0.9853225946426392
407,0,0.002380457939580083
408,1,0.9731010794639587
409,0,0.009616556577384472
410,0,0.03196747601032257
411,0,0.10997065901756287
412,0,0.09559866040945053
413,0,0.020420579239726067
414,0,0.7145661115646362
415,0,0.034207653254270554
416,0,0.008311989717185497
417,1,0.9625838398933411
418,1,0.8827968239784241
419,0,0.012840106151998043
420,0,0.008625997230410576
421,0,0.003341074101626873
422,1,0.9778067469596863
423,0,0.476939857006073
424,0,0.00391608290374279
425,1,0.8608356714248657
426,1,0.9923749566078186
427,1,0.9883859157562256
428,1,0.996565043926239
429,1,0.9279971718788147
430,1,0.979174792766571
431,1,0.07340364903211594
432,0,0.007418966852128506
433,1,0.9920004606246948
434,0,0.013463051058351994
435,0,0.07228737324476242
436,0,0.007129463832825422
437,0,0.007822825573384762
438,1,0.9444428086280823
439,1,0.9926081895828247
440,0,0.008015783503651619
441,0,0.008005562238395214
442,0,0.8254702091217041
443,1,0.9939392805099487
444,0,0.033372677862644196
445,1,0.9837346076965332
446,1,0.700959324836731
447,0,0.01641346700489521
448,0,0.01675429195165634
449,1,0.9937241673469543
450,1,0.6454358696937561
451,1,0.9867309331893921
452,1,0.8877989649772644
453,0,0.005579909775406122
454,1,0.8387588262557983
455,0,0.01876412145793438
456,1,0.9887019395828247
457,0,0.183462455868721
458,1,0.7587796449661255
459,1,0.728011965751648
460,1,0.9950284361839294
461,0,0.00427170330658555
462,1,0.9813535213470459
463,1,0.9733128547668457
464,1,0.9697223901748657
465,0,0.6730804443359375
466,0,0.01904628798365593
467,0,0.025666842237114906
468,1,0.9714053869247437
469,1,0.2381204217672348
470,1,0.16571836173534393
471,1,0.8793036937713623
472,1,0.92287278175354
473,0,0.006742712575942278
474,1,0.8477448225021362
