video_id,label,score,decision
10_1,0,0.14052706956863403,ACCEPT
10_2,0,0.04792289435863495,ACCEPT
10_3,1,0.9942605495452881,REJECT
10_4,1,0.9802103638648987,REJECT
10_5,1,0.024703169241547585,ACCEPT
10_6,1,0.9759863018989563,REJECT
10_7,1,0.9737556576728821,REJECT
10_8,1,0.973453938961029,REJECT
13_1,0,0.022666431963443756,ACCEPT
13_2,0,0.014576399698853493,ACCEPT
13_3,1,0.03375578671693802,ACCEPT
13_4,1,0.9638570547103882,REJECT
13_5,1,0.9855391979217529,REJECT
13_6,1,0.7893962860107422,REJECT
13_7,1,0.9676935076713562,REJECT
13_8,1,0.08485730737447739,ACCEPT
29_1,0,0.008935825899243355,ACCEPT
29_2,0,0.008937482722103596,ACCEPT
29_3,1,0.9928182363510132,REJECT
29_4,1,0.9925480484962463,REJECT
29_5,1,0.9944915771484375,REJECT
29_6,1,0.992027223110199,REJECT
29_7,1,0.99298095703125,REJECT
29_8,1,0.9795373678207397,REJECT
