video_id,original_video_id,true_class,predicted_as,label,pred_label,score_spoof,source_dataset,domain,device_id,subject_id,condition,attack_type,num_frames,example_frames_copied,decision_group,ear_mean,ear_std,ear_min,ear_max,blink_count,motion_mean,motion_std,motion_max,skipped_rate
LOCAL_REAL__p15_pc_normal_t02.mp4,unknown,REAL,REAL,0,0,0.3940511047840118,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\LOCAL_REAL__p15_pc_normal_t02.mp4_score_0.3941_frame_000.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\LOCAL_REAL__p15_pc_normal_t02.mp4_score_0.3941_frame_008.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\LOCAL_REAL__p15_pc_normal_t02.mp4_score_0.3941_frame_015.jpg,REAL -> REAL,0.5125578645460728,-1.12737698016453,0.9373295254426326,-0.1154457201775137,-0.6011734692919256,-1.410185599931826,-1.6143755548101617,-1.681477383983087,0.0
LOCAL_REAL__p13_samsung_normal_t01.mp4,unknown,REAL,REAL,0,0,0.3538579642772674,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\LOCAL_REAL__p13_samsung_normal_t01.mp4_score_0.3539_frame_000.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\LOCAL_REAL__p13_samsung_normal_t01.mp4_score_0.3539_frame_008.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\LOCAL_REAL__p13_samsung_normal_t01.mp4_score_0.3539_frame_015.jpg,REAL -> REAL,1.848117427151519,-0.5672451331618833,1.2874221363574747,1.8799358994008923,3.3790094998132374,1.2481985761606111,1.8096225485669648,1.7260129359569512,0.0
LOCAL_REAL__p15_pc_normal_t06.mp4,unknown,REAL,REAL,0,0,0.3420127928256988,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\LOCAL_REAL__p15_pc_normal_t06.mp4_score_0.3420_frame_000.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\LOCAL_REAL__p15_pc_normal_t06.mp4_score_0.3420_frame_008.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\LOCAL_REAL__p15_pc_normal_t06.mp4_score_0.3420_frame_015.jpg,REAL -> REAL,0.6305281313142067,-0.9826009161988328,0.9814694165113034,0.174903810147629,1.388918015260656,-1.002983456086974,-1.3678593130139187,-1.321875774899752,0.0
LOCAL_REAL__p15_pc_normal_t08.mp4,unknown,REAL,REAL,0,0,0.2255454510450363,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\LOCAL_REAL__p15_pc_normal_t08.mp4_score_0.2255_frame_000.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\LOCAL_REAL__p15_pc_normal_t08.mp4_score_0.2255_frame_008.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\LOCAL_REAL__p15_pc_normal_t08.mp4_score_0.2255_frame_015.jpg,REAL -> REAL,0.825909962393394,1.071589796162622,0.1561441406791166,2.1733021650073026,1.388918015260656,-1.0650594268698286,-1.1152695929751788,-0.92842201475423,0.0
LOCAL_REAL__p15_pc_normal_t01.mp4,unknown,REAL,REAL,0,0,0.2077148407697677,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\LOCAL_REAL__p15_pc_normal_t01.mp4_score_0.2077_frame_000.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\LOCAL_REAL__p15_pc_normal_t01.mp4_score_0.2077_frame_008.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\LOCAL_REAL__p15_pc_normal_t01.mp4_score_0.2077_frame_015.jpg,REAL -> REAL,1.1615817396968988,-1.0631926358141286,1.2945316734506462,0.680286545341832,-0.6011734692919256,-1.301278812385217,-0.8754424345351182,-0.8756595572077642,0.0
LOCAL_REAL__p15_pc_normal_t05.mp4,unknown,REAL,REAL,0,0,0.1948139369487762,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\LOCAL_REAL__p15_pc_normal_t05.mp4_score_0.1948_frame_000.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\LOCAL_REAL__p15_pc_normal_t05.mp4_score_0.1948_frame_008.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\LOCAL_REAL__p15_pc_normal_t05.mp4_score_0.1948_frame_015.jpg,REAL -> REAL,0.5559712128967602,-1.0671881099621725,0.9809586457750162,0.1393231767320494,-0.6011734692919256,-1.6917315727272957,-1.7768585798280396,-1.982850297244836,0.0
MSU_MFSD__real_client051_laptop_SD_scene01,unknown,REAL,REAL,0,0,0.1571184396743774,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\MSU_MFSD__real_client051_laptop_SD_scene01_score_0.1571_frame_000.png | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\MSU_MFSD__real_client051_laptop_SD_scene01_score_0.1571_frame_008.png | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\MSU_MFSD__real_client051_laptop_SD_scene01_score_0.1571_frame_015.png,REAL -> REAL,0.3910836741016673,-1.07537087921069,0.8891768852219462,-0.0837154030246369,-0.6011734692919256,-1.3564036732350886,-1.2773597602631803,-1.120797948061149,0.0
LOCAL_REAL__p15_pc_normal_t04.mp4,unknown,REAL,REAL,0,0,0.1413936018943786,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\LOCAL_REAL__p15_pc_normal_t04.mp4_score_0.1414_frame_000.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\LOCAL_REAL__p15_pc_normal_t04.mp4_score_0.1414_frame_008.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\LOCAL_REAL__p15_pc_normal_t04.mp4_score_0.1414_frame_015.jpg,REAL -> REAL,1.0634597859272856,-1.0868034481791229,1.2702649942260604,0.5509744408674854,-0.6011734692919256,-1.0670129544301352,-1.410190905595282,-1.368380353408561,0.0
AXON__axon_3e45daf91bd9ac,unknown,REAL,REAL,0,0,0.0731925517320633,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\AXON__axon_3e45daf91bd9ac_score_0.0732_frame_000.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\AXON__axon_3e45daf91bd9ac_score_0.0732_frame_008.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\AXON__axon_3e45daf91bd9ac_score_0.0732_frame_015.jpg,REAL -> REAL,0.4554534603816225,-0.981143757069568,0.8555890770645258,-0.0057627349783036,-0.6011734692919256,-1.272389521638804,-1.933924514282924,-1.8155803380670463,0.0
MSU_MFSD__real_client053_android_SD_scene01,unknown,REAL,REAL,0,0,0.0581648908555507,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\MSU_MFSD__real_client053_android_SD_scene01_score_0.0582_frame_000.png | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\MSU_MFSD__real_client053_android_SD_scene01_score_0.0582_frame_008.png | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\MSU_MFSD__real_client053_android_SD_scene01_score_0.0582_frame_015.png,REAL -> REAL,0.4468272549059923,-0.9676571242475728,0.721037346818649,-0.1311210392496167,-0.6011734692919256,-0.691073670473062,-0.7701191378034045,-0.6971463801493575,0.0
AXON__axon_b0e4fd72acaa91,unknown,REAL,REAL,0,0,0.0555177666246891,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\AXON__axon_b0e4fd72acaa91_score_0.0555_frame_000.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\AXON__axon_b0e4fd72acaa91_score_0.0555_frame_008.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\AXON__axon_b0e4fd72acaa91_score_0.0555_frame_015.jpg,REAL -> REAL,-0.5615410413225831,-0.3738629447886112,0.1116390887384062,-0.0364132507399893,-0.6011734692919256,-1.1116712575706111,-1.625633431205065,-1.5362366652216373,0.0
